		"Suspension"				"Biofilm"			
"ygbO_b2745_at"	"truD"	1891.6	1210.6	1101.2	945.5	1028.3	842.4	940.5	848.5
"trxA_b3781_at"	"trxA"	3324.6	1985.6	1368.8	1492.2	2710.6	1809.5	1322.6	1106
"trxB_b0888_at"	"trxB"	595.1	523.4	549	644.5	808.6	446.8	679.7	725.1
"trxC_b2582_at"	"trxC"	245.7	421.6	451.3	872.6	417.3	319.1	457.5	883.6
"yeaZ_b1807_at"	"tsaB"	159.9	396.4	275	189.6	197	441.3	310.2	465.3
"tsf_b0170_at"	"tsf"	2262.4	1712.2	1901.8	912.4	2056.2	971.4	1665.2	829.5
"tsr_b4355_at"	"tsr"	487.7	593.6	824.8	1294.6	723.9	767.6	1038.8	972
"tsx_b0411_at"	"tsx"	991.9	551.8	193.2	176.7	382.1	476.6	226.5	248.1
"ttdA_b3061_at"	"ttdA"	29	48.3	45.2	63.4	17.8	68.4	126.4	264.4
"ttdB_b3062_at"	"ttdB"	166.1	178	272.2	413.6	127.7	332.5	358.7	442.1
"tufA_b3339_s_at"	"tuf"	16676.6	19100.4	14925.5	13521.4	16192.5	19078.7	15249.2	10193.8
"tufB_b3980_s_at"	"tufB"	9499.5	15662.2	10837.4	7674	10201.5	13768.1	10878.4	5311.5
"tus_b1610_at"	"tus"	359.1	406.6	278.5	479.8	482.5	349.6	424.7	588.1
"yhhP_b3470_at"	"tusA"	519.8	486.7	594	729.8	523.7	393.7	604.5	581.5
"yheM_b3344_at"	"tusC"	424.8	464.5	443.3	448.8	468.3	604.9	448.3	390
"yheN_b3345_at"	"tusD"	450.6	472.5	625.4	378.8	498.2	551.2	448.9	451.1
"tynA_b1386_at"	"tynA"	104.8	92.3	160.7	292.4	99	101.2	237.3	336.9
"tyrA_b2600_at"	"tyrA"	266.3	333.5	391.7	444.2	332.6	380.2	365.4	522.4
"tyrB_b4054_at"	"tyrB"	326.7	279.5	360.6	486.8	242.2	330.6	408.2	566.8
"tyrP_b1907_at"	"tyrP"	203.7	207.3	326.3	315.3	295	203.6	275.5	451.4
"tyrR_b1323_at"	"tyrR"	383.7	564	444.6	557.3	421.1	514.9	509.6	463.3
"tyrS_b1637_at"	"tyrS"	761.5	735.2	573	464.3	763.5	871.9	540.6	455.4
"tyrT_b1231_s_at"	"tyrT"	292.7	463.5	425.7	827	363.9	524.9	1042.4	473.2
"tyrV_b1230_s_at"	"tyrT"	561.5	1123.4	1062.6	1680	1198.9	880.4	1453.1	1185.2
"tyrU_b3977_f_at"	"tyrU"	1327.5	1369.8	1578.7	2164.3	3101.8	1169	2058.7	1400.1
"ubiA_b4040_at"	"ubiA"	592.6	619	455.9	437	526	597.4	359.4	529.8
"yigR_b3835_at"	"ubiB"	617.5	672.2	633	338.1	454.2	598.4	610.4	597.3
"ubiC_b4039_at"	"ubiC"	1165.6	1342.3	1285.2	1936.2	844.1	1432.5	1551.9	1937.9
"ubiE_b3833_at"	"ubiE"	1032	1020	917.6	245.9	1104.2	871.2	876.3	552
"yleB_b0662_at"	"ubiF"	749.7	1040.9	1019.6	1107.6	667.8	979.3	831.8	928.6
"ubiG_b2232_at"	"ubiG"	919.4	980.7	1164.7	1370.6	949	1012.8	1022.7	1260.4
"ubiH_b2907_at"	"ubiH"	365.6	572.8	283.5	358.8	287.5	654.5	322.1	344.4
"ubiX_b2311_at"	"ubiX"	130.7	58.3	107.8	187.3	206.9	91.6	197.3	330.6
"ucpA_b2426_at"	"ucpA"	1072.3	564.3	460.3	604	703.3	912.7	444.8	678.2
"udhA_b3962_at"	"udhA"	2794.4	1508.8	907.5	936.9	1945	1703.8	933.4	862
"udk_b2066_at"	"udk"	153.8	143.6	65.5	300.8	197.1	243.6	165.8	296.1
"udp_b3831_at"	"udp"	1650.8	1483.8	1336	712.6	851.5	1038.6	1077.1	688.5
"ugd_b2028_at"	"ugd"	142.4	147.7	171.8	228.6	147.4	171.7	186.2	457.9
"ugpA_b3452_at"	"ugpA"	329	383.9	416.5	518.9	251	435.3	511	546.2
"ugpB_b3453_at"	"ugpB"	584.6	530.2	887.4	776.7	357	465.9	710.3	823.5
"ugpC_b3450_at"	"ugpC"	315	443.2	515.5	564.6	269.2	609.5	730.8	468.7
"ugpE_b3451_at"	"ugpE"	346.1	448.3	395.1	485	207.7	417.7	403.4	443.9
"ugpQ_b3449_at"	"ugpQ"	668	443.4	624.9	528.7	400.1	772.4	883.9	605.2
"uhpA_b3669_at"	"uhpA"	440.2	489.8	611.7	816.9	493	627.7	650.7	770.6
"uhpB_b3668_at"	"uhpB"	48.7	53.2	73	126.9	38.3	159	171.8	103.8
"uhpC_b3667_at"	"uhpC"	407.2	324.2	523.5	463.5	381	412.4	402.6	565.7
"uhpT_b3666_at"	"uhpT"	197.8	171.6	221.1	300.2	132.5	258.4	317.7	362.5
"uidA_b1617_at"	"uidA"	370.6	317.3	485.6	542.8	290.1	301.2	357.8	557.3
"uidB_b1616_at"	"uidB"	75.5	90.3	224.3	233	72.6	110.5	145.1	322.6
"uidC_b1615_at"	"uidC"	69.2	106.6	123.5	275.9	27.6	129.8	168.3	405.3
"uidR_b1618_at"	"uidR"	683.6	724	576.5	501.2	729.3	880.1	440.8	489
"sgaT_b4193_at"	"ulaA"	183.2	162.4	260.2	271.7	93.5	232.4	318.4	387.7
"sgaH_b4196_at"	"ulaD"	206.5	271.2	361.1	381.4	224.4	390.6	366.3	394.3
"sgaE_b4198_at"	"ulaF"	200.5	177.1	192.2	279.9	159.7	189.7	307.3	417.5
"umuC_b1184_at"	"umuC"	175.2	63.7	175.1	285.6	230.3	138.7	225.5	372.9
"umuD_b1183_at"	"umuD"	186.4	168.1	256.8	210.8	241.4	247.9	281.4	419.8
"ung_b2580_at"	"ung"	516.6	461.6	547.8	663.1	483.9	448.5	563.7	553
"upp_b2498_at"	"upp"	825.5	332.2	317.6	506.1	743.6	419.5	429	399.4
"bacA_b3057_at"	"uppP"	203.3	217.3	135.7	348.2	290.3	294.6	272.2	468.8
"IG_1629_2618181_2618265_rev_at"	"uraA"	59.6	37.5	63.5	95	77.6	65.9	88.6	158.6
"uraA_b2497_at"	"uraA"	24.9	22.8	27.4	58.4	23.1	159.2	38.4	386.3
"usg_b2319_at"	"usg"	515.5	725.1	546.2	535.2	524.1	712.6	407.9	505.6
"ushA_b0480_at"	"ushA"	1614.6	976.8	895.7	831.4	1040.8	787.8	720.1	785.7
"uspA_b3495_at"	"uspA"	7610.4	3459.1	2503	2832.3	7503.9	3153.5	3135.8	2685.4
"uup_b0949_at"	"uup"	458.6	520.8	588.3	456.7	579	448.1	604.3	499
"uvrA_b4058_at"	"uvrA"	580.9	830.3	616.8	396.3	501	1245	1041.3	438.7
"uvrB_b0779_at"	"uvrB"	995	1078.9	1322.2	830.7	1101.7	1013.6	932.9	819.5
"IG_1276_1992664_1992725_rev_at"	"uvrC"	816.1	1070.4	983	1612.2	1003.3	1068.3	1444.4	1080.9
"uvrC_b1913_at"	"uvrC"	759.4	646.2	589.5	718.9	564.1	869.7	495.1	835
"uvrD_b3813_at"	"uvrD"	641.8	590.7	633.7	826.4	653	826.9	706.6	703.2
"uvrY_b1914_at"	"uvrY"	1205.4	1025.7	898.2	1060.3	1138.7	1017.7	703	894.4
"uxaA_b3091_at"	"uxaA"	89.8	143.3	31.5	154.1	50.5	144.8	200.1	316.1
"uxaB_b1521_at"	"uxaB"	119.4	224	295.1	243.8	149.3	205.4	258.2	363.5
"uxaC_b3092_at"	"uxaC"	650.6	384.5	373.8	633	432.9	461.3	491	444.6
"uxuA_b4322_at"	"uxuA"	910.3	319.2	57.7	822.4	633	358.3	126.5	695.9
"uxuB_b4323_at"	"uxuB"	460.3	269.2	260	671.2	343.3	318.5	136.4	506.2
"uxuR_b4324_at"	"uxuR"	88.7	157.5	172.1	109.2	128.7	216.6	141.8	275.4
"vacB_b4179_at"	"vacB"	752.5	1143.2	961.5	458.4	879.8	571.3	805.1	672.8
"vacJ_b2346_at"	"vacJ"	649.2	173.2	386.5	124.5	534.8	286.5	95	421.2
"valS_b4258_at"	"valS"	1072.4	1063.4	763.9	441	971.8	1049.6	691.6	566.3
"valV_b1665_f_at"	"valV"	197.8	211.1	236.8	307.4	454.4	360.9	425.2	517
"valW_b1666_f_at"	"valW"	214.3	122.3	244.6	249	302.5	236.3	132.3	127.5
"valY_b2403_s_at"	"valY"	5333.1	3759.6	1921	3060.5	6626.1	4427.6	5869.1	1575.6
"valT_b0744_s_at"	"valZ"	6929.3	3441.4	1929.5	2770	11830.9	3650.5	5010.6	2107
"valX_b2402_s_at"	"valZ"	3796.6	1575.5	1240.7	2963.9	6882	3071.6	3479.5	2181.8
"valZ_b0746_s_at"	"valZ"	5377.6	2327.6	1392.3	2976.9	8716.2	2538.2	3215	2376.3
"b1742_at"	"ves"	41.8	199.1	86	514	73.4	249.3	351.5	538.2
"IG_2421_3927064_3927223_rev_at"	"viaA"	418.4	426.9	310.7	387.2	164.9	596.7	430	488.8
"visC_b2906_at"	"visC"	540.9	565.9	521	662.8	695.4	607.1	491	580
"vsr_b1960_at"	"vsr"	123.7	522.1	207	419.7	263.4	299.3	294.5	329.1
"rfaB_b3628_at"	"waaB"	270	261.4	304.8	267.2	288.8	325.7	233.8	329.7
"rfaG_b3631_at"	"waaG"	433.8	473.7	620.1	758.1	227.6	579.9	517.8	824.7
"rfaJ_b3626_at"	"waaJ"	197	182.2	146.2	178.4	163.5	223.3	117.2	287.6
"rfaL_b3622_at"	"waaL"	351	135	151.9	145.4	280.3	181.1	170.9	261.7
"rfaP_b3630_at"	"waaP"	204	286.3	311	236.9	242.1	296.8	265.6	317.4
"rfaQ_b3632_at"	"waaQ"	408.9	389	495.9	571.5	511.2	575.4	383.4	541.2
"rfaI_b3627_at"	"waaR"	276.6	225.5	237	258.4	250.5	276.4	235.2	360.3
"rfaS_b3629_at"	"waaS"	89.2	139.1	93	92.9	60.4	92.3	37.7	216.2
"rfaK_b3623_at"	"waaU"	181.8	150.1	108.9	145.2	157.9	117	104.3	201.8
"rfaY_b3625_at"	"waaY"	301.2	269.9	211.4	275.8	346.7	324.7	197.8	421.2
"rfaZ_b3624_at"	"waaZ"	112.6	94.1	131.9	111.6	119.4	119.5	72.1	189.7
"wbbH_b2035_at"	"wbbH"	329.6	295.1	178.2	150.1	240	215	147.5	220.5
"wbbI_b2034_at"	"wbbI"	339.7	248.8	85.6	99.1	258	153.5	127.2	158
"wbbJ_b2033_at"	"wbbJ"	647.8	393.5	190.7	233.3	501.3	488.1	201.4	342
"wbbK_b2032_at"	"wbbK"	692	506.4	333	266.7	480.4	463.1	204.7	348.7
"IG_1331_2063787_2064326_rev_f_at"	"wbbL"	177.4	212	140.8	359	168	276.5	292.1	428.2
"IG_1353_2099291_2099916_rev_f_at"	"wbbL"	777.8	491.4	331.1	432.3	688.1	426.8	399	500.3
"IG_1442_2286921_2287084_rev_s_at"	"wbbL"	2503.9	2272.6	1712.4	2217.9	2173.3	2271.1	1343	1866.1
"yefJ_b2031_at"	"wbbL"	1078.7	440.3	195.7	283.2	646.2	480.2	252.8	264.1
"wcaA_b2059_at"	"wcaA"	185	71.7	340.8	510	170.9	232.4	222.2	509.9
"wcaB_b2058_at"	"wcaB"	27.9	25.7	114.5	243.7	65.1	125.5	46.1	255.5
"wcaC_b2057_at"	"wcaC"	42.8	46.3	170.6	172	31.6	73.4	223.2	351.1
"wcaD_b2056_at"	"wcaD"	4.2	3.3	95.5	136.1	3	58	149.3	277.7
"wcaE_b2055_at"	"wcaE"	8.2	7.8	36.6	109.8	10	36.9	83.6	181.7
"wcaF_b2054_at"	"wcaF"	165	157.6	341	365.2	147.4	191.9	388.7	452.6
"wcaG_b2052_at"	"wcaG"	141.7	220.7	228.7	258.7	74.7	185.8	271.3	245.8
"wcaH_b2051_at"	"wcaH"	309.2	238.5	407.8	649.4	321.8	257.7	428	585.8
"wcaI_b2050_at"	"wcaI"	239.8	263.9	375.5	417.8	289.2	274.1	398.5	672
"wcaJ_b2047_at"	"wcaJ"	140.2	118	148.3	405.2	199.7	206.5	267.4	264.6
"wcaK_b2045_at"	"wcaK"	129	132.1	205.1	229.7	145.9	266.8	264.6	480.2
"wcaL_b2044_at"	"wcaL"	531	526.9	504	897.7	486.1	498.6	586.5	735.4
"wcaM_b2043_at"	"wcaM"	69.9	64.7	142.5	162.4	87	109.6	119.2	186.9
"galF_b2042_at"	"wcaN"	607.8	522.5	822.1	1117.5	464.1	590.4	913.2	989.9
"wecB_b3786_at"	"wecB"	418.5	157.3	157.9	85.1	367	262	91.4	193.5
"wecC_b3787_at"	"wecC"	788	289.9	493.2	531.4	612.4	501.9	329.3	479.4
"wecD_b3790_at"	"wecD"	524.4	444.6	584.7	489.6	489.3	459.6	749.2	594.6
"wecE_b3791_at"	"wecE"	206.1	424.6	548.2	459.7	274.9	325	548.1	530.4
"wecF_b3793_at"	"wecF"	177.2	322.6	702.1	305.4	48.3	393.6	717.5	412.9
"wecG_b3794_at"	"wecG"	409.4	283.1	374	278	326.5	251.9	346.8	444.8
"wrbA_b1004_at"	"wrbA"	9338.6	6103.7	6532.4	5519.1	7025.1	5301.2	5392.9	4058
"wza_b2062_at"	"wza"	124	109.8	142.5	231.6	76	176.7	204.9	351.3
"wzb_b2061_at"	"wzb"	112.9	84.4	139.5	326.4	148.9	107	126.2	331.5
"rfbX_b2037_at"	"wzxB"	384	413.4	276.3	226.6	319.6	230	229.3	368.7
"wzxC_b2046_at"	"wzxC"	117.2	175.4	159.6	273.1	179.8	184.6	182.7	399.2
"wzxE_b3792_at"	"wzxE"	269.7	238.7	325.9	158.7	325.3	213.1	221.7	281.3
"wzzB_b2027_at"	"wzzB"	446.3	465.2	558.7	515.2	696.3	412.4	450.7	585
"wzzE_b3785_at"	"wzzE"	298.9	275.2	452.6	374.7	499.1	456.3	345.3	334.5
"xapA_b2407_at"	"xapA"	37	61.3	12.7	151.1	58.7	127.3	98.6	206.7
"xapB_b2406_at"	"xapB"	85.3	160.8	239.7	329.6	70	189.4	250	422.5
"xapR_b2405_at"	"xapR"	171.4	212.1	290.9	269.8	212.5	270.9	305.6	417.6
"xasA_b1492_at"	"xasA"	12801	36778.7	33881	2589.3	21293	36338	32689.3	1364.8
"xerC_b3811_at"	"xerC"	587.4	561.8	605.5	645.2	716.2	836.5	539.5	615
"xerD_b2894_at"	"xerD"	1074.3	1166.7	1356.9	904.2	1284.7	1194.6	1183.1	754.3
"b1141_at"	"xisE"	77.3	69	107.6	135.5	118.5	63.8	29.8	217.2
"exo_b2798_at"	"xni"	253.4	233.8	195.4	365.8	281.2	281.6	330.4	483.5
"xseA_b2509_at"	"xseA"	208.9	481.9	380.9	460	332.5	548	394	460.2
"xseB_b0422_at"	"xseB"	1434.8	1981.2	1641.6	2082	2119.6	1569.7	1536.6	1648.2
"xthA_b1749_at"	"xthA"	545	306.8	581	711.9	587	285.2	598.4	729.4
"xylA_b3565_at"	"xylA"	793.7	448.4	974.6	1528.2	561.8	540.1	1108.7	1100.6
"xylB_b3564_at"	"xylB"	40.9	66.4	61.1	74.3	80.7	165.4	172.6	152.4
"xylE_b4031_at"	"xylE"	272.6	277.3	387.9	315.8	239.9	324.6	418.6	427.8
"xylF_b3566_at"	"xylF"	1129.3	247.6	245.8	384.9	406.7	195.1	357	554
"xylG_b3567_at"	"xylG"	451.7	171.3	224.5	381.4	204.9	192.4	284.4	425.3
"xylH_b3568_at"	"xylH"	374.5	225.2	346.2	347.7	166.7	204.2	247.4	299.2
"xylR_b3569_at"	"xylR"	236.5	130.2	97.1	138.5	167.2	187.5	183.9	239.2
"yaaA_b0006_at"	"yaaA"	272.7	257.9	419.9	209.5	226.8	288.5	512.2	296.6
"yaaF_b0030_at"	"yaaF"	1129.9	251.2	142.5	248.7	401.9	255.2	544.2	357.5
"yaaH_b0010_at"	"yaaH"	157.2	271	369.3	293.4	144.8	280	583.6	324
"yaaI_b0013_at"	"yaaI"	123.2	227.7	187	436.1	121.7	217.8	644.9	489.3
"yaaJ_b0007_at"	"yaaJ"	350.2	253.3	229.8	216.5	228.7	258.9	632.1	482.8
"yaaU_b0045_at"	"yaaU"	46.7	69.9	116.6	129	40.7	103.7	176.8	230.9
"b0005_at"	"yaaX"	42.8	35.5	41.3	59.3	111	42.7	376.6	220.7
"yabB_b0081_at"	"yabB"	1437.7	2624.7	2312.9	1260	2058.2	1607	2251.2	1166.8
"yabF_b0046_at"	"yabF"	163.9	213.8	246.4	304.1	166.3	178.9	276.7	250.7
"yabI_b0065_at"	"yabI"	423.4	365.7	516.8	600.2	547.8	607	615.8	520.1
"yabO_b0058_at"	"yabO"	375.5	641.7	855.2	819	390.9	502.6	826.3	702.6
"yabP_b0056_at"	"yabP"	277.7	97.2	29.2	224.5	235	59.3	247	339
"yabQ_b0057_at"	"yabP"	476.5	93.8	134	248.2	340.1	55.4	184.6	193.6
"yacA_b0097_at"	"yacA"	780.6	1216.7	777.1	1177.6	808.5	1126.9	698.5	756.5
"IG_75_137041_138834_rev_at"	"yacC"	78.4	57.9	89.4	111.1	87.2	109.5	184.9	251.7
"yacC_b0122_at"	"yacC"	489.1	479	317.6	331.9	1063.9	668.2	309.6	391.1
"yacF_b0102_at"	"yacF"	591.2	394.4	532.2	247.6	540	385.4	343.4	441.5
"yacG_b0101_at"	"yacG"	413	313.3	516.5	336.9	433.3	386.9	596.3	493.8
"yacH_b0117_at"	"yacH"	203.5	143.4	193	377.2	216.3	143.6	293	536.3
"IG_73_134751_137082_fwd_at"	"yacK"	344.8	382.3	546.1	239	307.1	223.5	445.8	216
"yacK_b0123_at"	"yacK"	818.3	571.7	666.9	883.1	710.4	562.7	647.8	857.8
"yacL_b0119_at"	"yacL"	1284.1	1306.4	1168.4	1960	1116.6	864	1309.4	1979.1
"yadC_b0135_at"	"yadC"	56.2	57.3	126.7	107.2	58.3	73.9	87.5	204.2
"yadD_b0132_at"	"yadD"	176.7	224.4	158.1	251.7	231.9	194.1	234.9	397.3
"yadE_b0130_at"	"yadE"	114.1	143.9	178.2	166.1	120.7	159.1	168.7	352.9
"yadF_b0126_at"	"yadF"	1110.6	880.5	1315.7	1317.3	1956.6	1049.7	1450.3	1233.4
"yadG_b0127_at"	"yadG"	412.4	596.2	723.4	717.3	491.9	487.9	499.4	452.5
"yadH_b0128_at"	"yadH"	251.2	242.4	254.5	266.5	240.2	272.4	346.9	251.7
"yadI_b0129_at"	"yadI"	236	196	56.1	121.6	192.4	251.5	168	230.9
"yadK_b0136_at"	"yadK"	25.1	58.3	93.6	135.9	37.4	75.8	122.8	283.2
"yadL_b0137_at"	"yadL"	125.2	93.3	72.9	219.5	66.3	90.8	220.6	201.4
"yadM_b0138_at"	"yadM"	65.7	100.9	98.2	152.2	83.3	53.2	103.1	281.8
"yadN_b0141_at"	"yadN"	36.6	9.6	29.6	86	34.2	91.1	64.1	234.7
"yadP_b0147_at"	"yadP"	215.3	307.5	325.5	524.9	311.5	171.3	293.4	640.8
"yadQ_b0155_at"	"yadQ"	568.7	586.1	384.3	354.6	658.6	400.6	555.1	412.7
"IG_99_176529_176609_fwd_at"	"yadR"	2753.2	4845.2	4508.4	8755.2	4123.3	4399.4	5380.2	5457.1
"yadR_b0156_at"	"yadR"	486.3	1040.6	1381.9	1600.9	1496.2	552.9	914.1	1370.1
"yadS_b0157_at"	"yadS"	36	18.4	38.1	34.7	44.7	17.6	36.5	109.4
"yadT_b0158_at"	"yadT"	336.1	312.9	233.3	429.8	363.7	376.2	310.6	469
"ecpD_b0140_at"	"yadV"	40.9	130.1	188.3	147.2	78.2	138.7	160.5	367
"yaeB_b0195_at"	"yaeB"	406.8	311	385.1	610.6	580	243.5	435.7	643.9
"yaeD_b0200_at"	"yaeD"	1079.8	1276.7	858.6	1073.5	784.6	1243.8	895.3	1270.1
"yaeE_b0198_at"	"yaeE"	546	320.8	151.2	417.8	645.1	368.7	301.8	366.6
"yaeF_b0193_at"	"yaeF"	89.5	63.7	80.1	144.2	96.1	57.2	111.9	267.5
"yaeG_b0162_at"	"yaeG"	367.5	164.7	184.2	309.1	273.4	275.4	199	277.5
"yaeH_b0163_at"	"yaeH"	1374.9	691.2	508.3	802.1	923.8	484.1	512.2	671.1
"yaeI_b0164_at"	"yaeI"	258	177.9	379.4	366.5	193	327	238	492.1
"yaeJ_b0191_at"	"yaeJ"	914.1	913.4	1795.8	901.9	845.5	667.6	1590.6	1032.7
"yaeL_b0176_at"	"yaeL"	1221.3	1511.5	915.3	229.7	987.3	1240.4	593.9	313.8
"yaeM_b0173_at"	"yaeM"	221.8	498	392.3	473.3	193	350.2	331.2	530.1
"yaeQ_b0190_at"	"yaeQ"	721.8	682	1144.8	961.4	695.2	474.1	1272.9	875.7
"yaeR_b0187_at"	"yaeR"	763.8	695.8	519.6	420.9	703.7	469.7	488	491.8
"yaeS_b0174_at"	"yaeS"	396	721.9	337.4	225.4	529.3	305.5	385	244.9
"yaeT_b0177_at"	"yaeT"	1586	1871.1	1797.9	1020.2	1407.3	1538.2	1330.1	1132.5
"yafC_b0208_at"	"yafC"	153	166.1	141.4	253	117.6	167.6	200.9	395.1
"yafD_b0209_at"	"yafD"	162.5	808.2	652.6	377.4	363.8	485.9	617.2	446.1
"yafJ_b0223_at"	"yafJ"	476.1	439.4	318.4	411.3	531.2	361.5	343.1	463.5
"yafK_b0224_at"	"yafK"	637.9	1031.3	351.7	470.2	1303.7	909	540	726.6
"yafL_b0227_at"	"yafL"	193.8	272.3	353.2	465.3	196.4	278	580.4	672.6
"yafN_b0232_at"	"yafN"	153.9	85.7	130.8	71.9	102.8	85.8	140.9	199.7
"yafO_b0233_at"	"yafO"	150.2	103.7	140	161.4	138.3	107.5	158.4	368.6
"yafP_b0234_at"	"yafP"	248.9	153	338.6	443	382.2	232.4	260.3	708.8
"yafS_b0213_at"	"yafS"	178.2	164.4	189.9	231	214.1	107.2	151.6	255.8
"yafT_b0217_at"	"yafT"	49.4	52	28.6	86.4	20.3	71.3	37.8	242.7
"yafU_b0218_at"	"yafU"	21.8	44.1	22.9	90.8	4.1	49.2	96.8	129.2
"yafV_b0219_at"	"yafV"	311.3	521.5	671.6	589.8	379.6	407.3	563.3	354.2
"yafW_b0246_at"	"yafW"	254.8	23.4	41.8	397.8	385.6	109.8	177.3	566.4
"yafX_b0248_at"	"yafX"	12.1	23.7	20.4	35.2	28.7	22.5	30.7	115.8
"yafY_b0251_at"	"yafY"	119.6	169.2	159.2	270.5	133.7	152.8	240.1	368
"yafZ_b0252_at"	"yafZ"	66.5	21.8	147.2	146.4	55.2	111.5	126.4	206
"yagA_b0267_at"	"yagA"	310.3	472.5	355.1	700	362.3	494.6	697.2	643.5
"yagB_b0266_at"	"yagB"	239.4	199.6	301.4	251.5	196.1	219	400.2	372.7
"yagE_b0268_at"	"yagE"	525.4	343.2	299.5	518.7	387.7	270.5	408.3	506.4
"yagF_b0269_at"	"yagF"	287.5	304.3	199.7	633.3	235.3	226.4	329.5	310.8
"yagG_b0270_at"	"yagG"	266.4	205.2	206.4	176.7	192.3	237.7	299.6	352.1
"yagH_b0271_at"	"yagH"	283.4	291.6	229	246.8	240.2	243.6	222.9	301
"yagI_b0272_at"	"yagI"	426.7	202.8	259.7	436.3	407.5	273.1	374.5	365.1
"yagJ_b0276_at"	"yagJ"	160.8	147.3	144.2	258.6	131.1	107	196.7	359.1
"yagK_b0277_at"	"yagK"	84.8	104	144.7	204.8	120.2	132.4	185.7	324.3
"yagL_b0278_at"	"yagL"	30.5	39.6	104.9	128.9	24.6	80.1	126.7	286.2
"yagM_b0279_at"	"yagM"	25.3	29.8	80.9	150.3	26.7	49.7	52.4	172.3
"yagN_b0280_at"	"yagN"	1078.7	408.9	314.2	659.1	1015.1	368	440.8	555.2
"yagP_b0282_at"	"yagP"	92.8	87.5	122.3	199	111	112	90.1	181.1
"yagQ_b0283_at"	"yagQ"	24.5	33.4	39.5	61.5	29.4	42.8	57	55.4
"yagR_b0284_at"	"yagR"	339.5	274.8	425.9	144.7	253.6	482.3	374	276
"yagS_b0285_at"	"yagS"	179.1	527.7	749.4	618.7	173.3	577.4	657.9	471
"yagT_b0286_at"	"yagT"	223.6	420.2	827.1	403.3	251.7	452.8	555.4	644.6
"yagU_b0287_at"	"yagU"	302.9	236.3	203.8	149.8	169	206.5	231.1	252.6
"yagV_b0289_at"	"yagV"	141.3	134.5	91.3	249.3	155.7	216	231.5	306.1
"yagW_b0290_at"	"yagW"	430.8	267.3	546.7	716.5	350.6	346.1	519.6	701.4
"yagX_b0291_at"	"yagX"	161.7	159.3	308.8	359.8	178.8	179.8	314.8	531.4
"yagZ_b0293_at"	"yagZ"	110.2	165.4	165.7	301.4	133.9	132.5	232.9	318.4
"yahA_b0315_at"	"yahA"	201.9	83.5	292	259.3	238.8	144.4	195.2	538.2
"yahB_b0316_at"	"yahB"	185.7	122.5	117.9	245.8	168.7	112.7	212.7	363.4
"yahC_b0317_at"	"yahC"	100.6	31	49.4	103.3	27.8	40.9	71.2	364.9
"yahD_b0318_at"	"yahD"	238.6	86.8	252.3	176.7	105.4	120.6	151	529.5
"yahE_b0319_at"	"yahE"	264.5	204.1	307.6	314.4	318.9	281.8	337	586.4
"yahG_b0321_at"	"yahG"	187.9	221.9	298.4	564.4	389.3	329.7	415.5	499.2
"yahH_b0322_f_at"	"yahH"	515.2	426.7	618.1	446.8	540.7	982.9	802.2	1007.9
"yahI_b0323_at"	"yahI"	324.3	47	158.7	270.3	256	256.5	319.7	385.9
"yahJ_b0324_at"	"yahJ"	27.9	60.3	65.9	45.6	25	26.8	46.5	110.4
"yahK_b0325_at"	"yahK"	1594	2004.7	4338.7	1765.7	1357.4	1666.8	3438.5	1173.1
"yahL_b0326_at"	"yahL"	50.8	76	139.6	124.9	64.3	123.5	112.2	290.1
"yahM_b0327_at"	"yahM"	59.2	18.3	34.2	83.1	75.9	70.7	25.5	208.6
"yahN_b0328_at"	"yahN"	277.2	101.1	224.7	155.7	238	187.2	86.9	305.8
"yahO_b0329_at"	"yahO"	4218.1	1462.3	2515.6	5547.1	1425.7	703.6	2323.3	5710.5
"yaiA_b0389_at"	"yaiA"	1393.5	1352.5	2196.6	1939.6	1236.8	741.7	1932.8	1505.1
"yaiB_b0382_at"	"yaiB"	1900.9	862.8	441.4	420.9	1318.6	528.6	732.5	478.9
"yaiE_b0391_at"	"yaiE"	1429.6	845.3	472.7	1186.5	1168.2	526.8	719.4	1009.5
"yaiH_b0376_at"	"yaiH"	208.1	141	197	97.9	176.3	118.4	138.7	265.8
"yaiI_b0387_at"	"yaiI"	350.9	337.4	290	267.5	363.6	378.6	350.5	383.8
"yaiL_b0354_at"	"yaiL"	594.7	457.3	371.7	501.9	574.4	359	374.6	617.2
"yaiN_b0357_at"	"yaiN"	820	454.6	669.7	983.2	612.9	425.6	658.7	844.3
"yaiO_b0358_at"	"yaiO"	147.4	336.9	493.1	649.8	263.5	366.6	489	905.3
"yaiP_b0363_at"	"yaiP"	93	158.7	267.9	413.3	107.2	281.5	397.1	534.5
"yaiS_b0364_at"	"yaiS"	29.7	9.4	61.1	75.5	11.1	46	69.5	186.8
"IG_246_390936_392238_fwd_at"	"yaiT"	50.1	31.2	36.9	152	39.4	80.3	85.1	193.4
"yaiT_b0371_at"	"yaiT"	47.6	115.9	169.7	187.3	109.7	74.1	161.6	275.3
"yaiU_b0374_at"	"yaiT"	69.8	127	203.7	180.2	63.4	181.2	272.6	271.2
"yaiV_b0375_at"	"yaiV"	32.4	26	85.5	96.1	13.7	32.8	79	106
"yaiW_b0378_at"	"yaiW"	40.5	247.9	227.7	140.6	38.5	152.5	171.3	228.7
"yi22_2_b1402_s_at"	"yaiX"	821	716.6	760.7	798.2	808.2	892.9	849.9	1450.8
